F,zF,LT,VB,qF,y_D,x_B,residual_norm,success
0.8,0.5399999999999999,2.6521642000000005,2.8856610000000003,1.0,0.9994898611711797,0.3506111100238894,3.670234024671568e-15,True
0.8,0.5399999999999999,2.6521642000000005,3.0459755000000004,1.0,0.998342802049684,0.09562370415517538,2.6199057104828818e-08,True
0.8,0.5399999999999999,2.6521642000000005,3.20629,1.0,0.7793975200796942,0.00047067023634107303,2.0550764818442094e-15,True
0.8,0.5399999999999999,2.6521642000000005,3.3666045,1.0,0.6046521617290604,0.00014455235916873544,3.9156483132968974e-08,True
0.8,0.5399999999999999,2.6521642000000005,3.5269190000000004,1.0,0.4938569942592312,5.0394794217738124e-05,1.248745654586036e-08,True
0.8,0.5399999999999999,2.7604158,2.8856610000000003,1.0,0.9997785597381261,0.4546578021080939,3.166831300749443e-15,True
0.8,0.5399999999999999,2.7604158,3.0459755000000004,1.0,0.9993368300803284,0.285027713181719,3.45408595502705e-08,True
0.8,0.5399999999999999,2.7604158,3.20629,1.0,0.9678789004604458,0.0012644364255434862,6.175135435560561e-14,True
0.8,0.5399999999999999,2.7604158,3.3666045,1.0,0.7125563434554623,0.00029102259642732316,7.379834321019698e-09,True
0.8,0.5399999999999999,2.7604158,3.5269190000000004,1.0,0.5635941030010858,9.784223658962605e-05,1.58209268937195e-08,True
0.8,0.5399999999999999,2.8686674,2.8856610000000003,1.0,0.9998989680022019,0.5300188055900404,2.611113054734707e-15,True
0.8,0.5399999999999999,2.8686674,3.0459755000000004,1.0,0.9997059660221388,0.4091008367969149,4.921527697626869e-08,True
0.8,0.5399999999999999,2.8686674,3.20629,1.0,0.9991530514585705,0.2047317756859876,1.333831205969605e-09,True
0.8,0.5399999999999999,2.8686674,3.3666045,1.0,0.8672099627422742,0.0006090985056535267,1.5781710408618573e-15,True
0.8,0.5399999999999999,2.8686674,3.5269190000000004,1.0,0.6562431784422684,0.0001896605084803319,9.882024358445889e-09,True
0.8,0.5399999999999999,2.9769190000000005,2.8856610000000003,1.0,0.9999521540395243,0.5870957541899423,4.6463976042294444e-08,True
0.8,0.5399999999999999,2.9769190000000005,3.0459755000000004,1.0,0.9998627747085831,0.49655430255257,4.323575941952054e-08,True
0.8,0.5399999999999999,2.9769190000000005,3.20629,1.0,0.9996186571878604,0.3552518693072453,8.126347749451422e-08,True
0.8,0.5399999999999999,2.9769190000000005,3.3666045,1.0,0.9989203057860235,0.10415324647297873,7.073706697909794e-08,True
0.8,0.5399999999999999,2.9769190000000005,3.5269190000000004,1.0,0.7852852570126265,0.0003724345722224746,1.2883363220666127e-15,True
0.8,0.6199999999999999,2.435661,2.8856610000000003,1.0,0.9977559049132531,0.13431383654010315,3.787830264108279e-15,True
0.8,0.6199999999999999,2.435661,3.0459755000000004,1.0,0.8125393231131196,0.0005033030140820857,1.8390676751793816e-15,True
0.8,0.6199999999999999,2.435661,3.20629,1.0,0.6436254707514496,0.00013756376963804234,5.275779897551051e-08,True
0.8,0.6199999999999999,2.435661,3.3666045,1.0,0.5327990963638198,4.453686955162384e-05,6.651612195883451e-09,True
0.8,0.6199999999999999,2.435661,3.5269190000000004,1.0,0.4545254989451125,1.5825844384716677e-05,7.859417264886931e-09,True
0.8,0.6199999999999999,2.5439126,2.8856610000000003,1.0,0.9991261229082036,0.3372606797181242,2.7920175298041886e-15,True
0.8,0.6199999999999999,2.5439126,3.0459755000000004,1.0,0.9865363173685484,0.0023384652305025577,2.847131269251319e-13,True
0.8,0.6199999999999999,2.5439126,3.20629,1.0,0.7487560979806814,0.00029753630637098554,4.247918328204037e-08,True
0.8,0.6199999999999999,2.5439126,3.3666045,1.0,0.6029013647920582,9.139493359348884e-05,2.8099814420549486e-08,True
0.8,0.6199999999999999,2.5439126,3.5269190000000004,1.0,0.5045804456622013,3.1735921330839935e-05,4.31151334236391e-09,True
0.8,0.6199999999999999,2.6521642000000005,2.8856610000000003,1.0,0.999628649098556,0.4635276715950843,2.6828317715035294e-15,True
0.8,0.6199999999999999,2.6521642000000005,3.0459755000000004,1.0,0.9989019864929942,0.2526438861504676,5.012356160544873e-08,True
0.8,0.6199999999999999,2.6521642000000005,3.20629,1.0,0.8947965880756786,0.0006919180430255956,4.471386285839216e-15,True
0.8,0.6199999999999999,2.6521642000000005,3.3666045,1.0,0.6942271984221555,0.00018816158339612387,3.7027216838577142e-09,True
0.8,0.6199999999999999,2.6521642000000005,3.5269190000000004,1.0,0.5670214419052115,6.304426030515727e-05,3.3387497346885264e-09,True
0.8,0.6199999999999999,2.7604158,2.8856610000000003,1.0,0.9998339290649011,0.5494967943725346,2.714426829213808e-15,True
0.8,0.6199999999999999,2.7604158,3.0459755000000004,1.0,0.9995225841348286,0.40933146037784807,3.1897876073273875e-08,True
0.8,0.6199999999999999,2.7604158,3.20629,1.0,0.9986332418115269,0.14326816635106976,7.026917997212126e-08,True
0.8,0.6199999999999999,2.7604158,3.3666045,1.0,0.8180998863193577,0.00039777578459085713,1.7763568394002505e-15,True
